ID,nombre,plataforma,ano_de_lanzamiento,genero,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
1064,Brothers in Arms: Double Time,Wii,2008-01-01,Shooter,Ubisoft,0.11,0.0,0.0,0.01
1065,Brothers in Arms: Furious 4,PS3,2012-01-01,Shooter,Ubisoft,0.01,0.05,0.0,0.01
1066,Brothers in Arms: Hell's Highway,PS3,2008-01-01,Shooter,Ubisoft,0.44,0.34,0.0,0.15
1067,Brothers: A Tale of Two Sons,PS4,2015-01-01,Adventure,505 Games,0.03,0.08,0.0,0.02
1068,Bruce Lee: Quest of the Dragon,XB,2002-01-01,Fighting,Universal Interactive,0.23,0.07,0.0,0.01
1069,Brunswick Circuit Pro Bowling,PS,1998-01-01,Sports,THQ,0.1,0.07,0.0,0.01
1070,Brunswick Circuit Pro Bowling 2,PS,2000-01-01,Sports,THQ,0.06,0.04,0.0,0.01
1071,Brunswick Cosmic Bowling,Wii,2010-01-01,Sports,GameMill Entertainment,0.16,0.0,0.0,0.01
1072,Brunswick Pro Bowling,Wii,2007-01-01,Sports,505 Games,0.35,0.01,0.0,0.03
1073,Brutal Legend,X360,2009-01-01,Action,Electronic Arts,0.62,0.26,0.0,0.09
1074,Brute Force,XB,2003-01-01,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03
1075,Bubble Bobble Double Shot,DS,2007-01-01,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0
1076,Bubble Bobble Evolution,PSP,2006-01-01,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0
1077,Bubble Bobble Revolution,DS,2005-01-01,Puzzle,Atari,0.04,0.0,0.0,0.0
1078,Bubble Bobble also featuring Rainbow Islands,PS,1995-01-01,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0
1079,Bubble Bobble: Old & New,GBA,2002-01-01,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0
1080,Bubsy 3D,PS,1996-01-01,Platform,Accolade,0.1,0.07,0.0,0.01
1081,Buck Bumble,N64,1998-01-01,Action,Ubisoft,0.13,0.03,0.0,0.0
1082,Buck Fever,Wii,2009-01-01,Sports,Destineer,0.13,0.0,0.0,0.01
1083,Buffy the Vampire Slayer,XB,2002-01-01,Action,Electronic Arts,0.18,0.05,0.0,0.01
1084,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003-01-01,Action,Vivendi Games,0.09,0.07,0.0,0.02
1085,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003-01-01,Action,THQ,0.02,0.01,0.0,0.0
1086,Bugriders: The Race of Kings,PS,1997-01-01,Racing,GT Interactive,0.01,0.01,0.0,0.0
1087,Bugs Bunny & Taz: Time Busters,PS,2000-01-01,Adventure,Infogrames,0.11,0.08,0.0,0.01
1088,Bugs Bunny: Lost in Time,PS,1999-01-01,Platform,Infogrames,0.22,0.15,0.0,0.03
1089,Build 'n Race,Wii,2009-01-01,Racing,Zoo Games,0.08,0.0,0.0,0.01
1090,Build-A-Bear Workshop,DS,2007-01-01,Simulation,Game Factory,0.85,0.01,0.0,0.07
1091,Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008-01-01,Simulation,Game Factory,0.33,0.0,0.0,0.03
1092,Build-A-Bear Workshop: Welcome to Hugsville,DS,2010-01-01,Misc,Game Factory,0.14,0.0,0.0,0.01
1093,Builder's Block,PS,1999-01-01,Strategy,EON Digital Entertainment,0.01,0.0,0.0,0.0
1094,Bujingai: The Forsaken City,PS2,2003-01-01,Fighting,505 Games,0.05,0.04,0.0,0.01
1095,Bullet Girls,PSV,2014-01-01,Action,D3Publisher,0.0,0.0,0.06,0.0
1096,Bullet Girls 2,PSV,2016-01-01,Action,D3Publisher,0.0,0.0,0.04,0.0
1097,Bullet Soul: Tama Tamashii,X360,2011-01-01,Shooter,5pb,0.0,0.0,0.01,0.0
1098,Bullet Witch,X360,2006-01-01,Shooter,Atari,0.07,0.01,0.02,0.01
1099,Bulletstorm,X360,2011-01-01,Shooter,Electronic Arts,0.61,0.32,0.01,0.08
1100,Bully,PS2,2006-01-01,Action,Take-Two Interactive,0.75,0.03,0.04,0.12
1101,Bully: Scholarship Edition,Wii,2008-01-01,Action,Take-Two Interactive,0.17,0.28,0.0,0.06
1102,Bump 'n' Jump,2600,1982-01-01,Racing,Mattel Interactive,0.37,0.02,0.0,0.0
1103,Bunmei Haruka: Aoiza Ibunroku,PSP,2011-01-01,Action,FuRyu,0.0,0.0,0.02,0.0
1104,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012-01-01,Action,FuRyu,0.0,0.0,0.01,0.0
1105,Burger Island,Wii,2009-01-01,Action,Destineer,0.14,0.0,0.0,0.01
1106,BurgerTime,2600,1981-01-01,Puzzle,Mattel Interactive,0.55,0.03,0.0,0.01
1107,Burning Rangers,SAT,1998-01-01,Platform,Sega,0.0,0.0,0.06,0.0
1108,Burning Road,PS,1996-01-01,Racing,FunSoft,0.07,0.05,0.0,0.01
1109,Burnout,GC,2002-01-01,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.01
1110,Burnout 2: Point of Impact,GC,2003-01-01,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0
1111,Burnout 3: Takedown,XB,2004-01-01,Racing,Electronic Arts,0.84,0.43,0.0,0.04
1112,Burnout Dominator,PSP,2007-01-01,Racing,Electronic Arts,0.02,0.38,0.01,0.05
1113,Burnout Legends,DS,2005-01-01,Racing,Electronic Arts,0.15,0.02,0.0,0.01
1114,Burnout Paradise,PS3,2008-01-01,Racing,Electronic Arts,1.01,0.62,0.02,0.29
1115,Burnout Paradise: The Ultimate Box,PC,2009-01-01,Racing,Electronic Arts,0.0,0.08,0.0,0.01
1116,Burnout Revenge,X360,2006-01-01,Racing,Electronic Arts,0.42,0.04,0.0,0.04
1117,Burstrick: Wake Boarding!!,PS,2000-01-01,Sports,Natsume,0.15,0.1,0.0,0.02
1118,Bus Simulator 16,PC,2016-01-01,Simulation,Astragon,0.0,0.03,0.0,0.0
1119,Bushido Blade,PS,1997-01-01,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08
1120,Bushido Blade 2,PS,1998-01-01,Fighting,SquareSoft,0.25,0.17,0.22,0.04
1121,Busou Renkin: Youkoso Papillon Park e,PS2,2007-01-01,Action,Marvelous Interactive,0.0,0.0,0.02,0.0
1122,Busou Shinki: Battle Masters,PSP,2010-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0
1123,Busou Shinki: Battle Masters Mk. 2,PSP,2011-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.11,0.0
1124,Bust A Groove,PS,1998-01-01,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04
1125,Bust A Groove 2,PS,1999-01-01,Misc,Enix Corporation,0.04,0.03,0.18,0.02
1126,Bust-A-Bloc,PS2,2002-01-01,Puzzle,Midas Interactive Entertainment,0.0,0.0,0.05,0.0
1127,Bust-A-Move,3DO,1994-01-01,Puzzle,Micro Cabin,0.0,0.0,0.02,0.0
1128,Bust-A-Move '99,N64,1998-01-01,Puzzle,Acclaim Entertainment,0.05,0.01,0.0,0.0
1129,Bust-A-Move 2 Arcade Edition,PS,1995-01-01,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01
1130,Bust-A-Move 3000,GC,2003-01-01,Puzzle,Ubisoft,0.01,0.0,0.0,0.0
1131,Bust-A-Move 4,PS,1998-01-01,Puzzle,Acclaim Entertainment,0.12,0.08,0.0,0.01
1132,Bust-A-Move Bash!,Wii,2007-01-01,Puzzle,505 Games,0.13,0.01,0.0,0.01
1133,Bust-A-Move DS,DS,2005-01-01,Puzzle,505 Games,0.08,0.02,0.0,0.01
1134,Bust-A-Move Deluxe,PSP,2006-01-01,Puzzle,505 Games,0.13,0.0,0.0,0.01
1135,Bust-A-Move Universe,3DS,2011-01-01,Puzzle,Square Enix,0.08,0.15,0.06,0.03
1136,Buster Bros. Collection,PS,1997-01-01,Puzzle,Capcom,0.04,0.03,0.0,0.0
1137,Busy Scissors,Wii,2010-01-01,Simulation,Little Orbit,0.08,0.0,0.0,0.01
1138,Butt Ugly Martians: B.K.M. Battles,GBA,2002-01-01,Action,Vivendi Games,0.18,0.07,0.0,0.0
1139,Butt-Ugly Martians: Zoom or Doom!,PS2,2002-01-01,Racing,Vivendi Games,0.01,0.01,0.0,0.0
1140,Buzz Lightyear of Star Command,PS,2000-01-01,Platform,Activision,0.35,0.24,0.0,0.04
1141,Buzz! Brain of the UK,PS3,2009-01-01,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.01
1142,Buzz! Junior: Jungle Party,PS2,2006-01-01,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05
1143,Buzz! Junior: RoboJam,PS2,2007-01-01,Misc,Sony Computer Entertainment,0.11,0.09,0.0,0.03
1144,Buzz! Master Quiz,PSP,2008-01-01,Misc,Sony Computer Entertainment,0.2,0.44,0.0,0.23
1145,Buzz! Quiz TV,PS3,2008-01-01,Misc,Sony Computer Entertainment,0.28,0.47,0.0,0.13
1146,Buzz! Quiz World,PS3,2009-01-01,Misc,Sony Computer Entertainment,0.16,0.57,0.0,0.19
1147,Buzz! The BIG Quiz,PS2,2006-01-01,Misc,Sony Computer Entertainment,0.0,1.1,0.0,0.39
1148,Buzz! The Hollywood Quiz,PS2,2007-01-01,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61
1149,Buzz! The Mega Quiz,PS2,2007-01-01,Misc,Sony Computer Entertainment,0.32,0.06,0.0,0.5
1150,Buzz! The Music Quiz,PS2,2005-01-01,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43
1151,Buzz! The Schools Quiz,PS2,2008-01-01,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.19
1152,Buzz! The Ultimate Music Quiz,PS3,2010-01-01,Misc,Sony Computer Entertainment,0.0,0.25,0.0,0.08
1153,C.O.P.: The Recruit,DS,2009-01-01,Action,Ubisoft,0.05,0.02,0.0,0.01
1154,C.O.R.E.,DS,2009-01-01,Shooter,Graffiti,0.03,0.0,0.0,0.0
1155,C: The Contra Adventure,PS,1998-01-01,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0
1156,CID The Dummy,Wii,2009-01-01,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0
1157,CIMA: The Enemy,GBA,2003-01-01,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0
1158,CMT Presents: Karaoke Revolution Country,PS2,2006-01-01,Misc,Konami Digital Entertainment,0.03,0.02,0.0,0.01
1159,CSI: 3 Dimensions of Murder,PS2,2007-01-01,Adventure,Ubisoft,0.07,0.06,0.0,0.02
1160,CSI: Crime Scene Investigation,XB,2004-01-01,Adventure,Ubisoft,0.09,0.03,0.0,0.0
1161,CSI: Dark Motives,DS,2007-01-01,Adventure,Ubisoft,0.05,0.01,0.0,0.01
1162,CSI: Deadly Intent,Wii,2009-01-01,Adventure,Ubisoft,0.12,0.13,0.0,0.03
1163,CSI: Deadly Intent - The Hidden Cases,DS,2009-01-01,Adventure,Ubisoft,0.16,0.15,0.0,0.04
1164,CSI: Fatal Conspiracy,PS3,2010-01-01,Adventure,Ubisoft,0.11,0.05,0.0,0.02
1165,CSI: Hard Evidence,Wii,2008-01-01,Adventure,Ubisoft,0.36,0.43,0.0,0.1
1166,CSI: Unsolved!,DS,2010-01-01,Adventure,Ubisoft,0.13,0.05,0.0,0.02
1167,CT Special Forces,GBA,2002-01-01,Action,LSP Games,0.02,0.01,0.0,0.0
1168,CT Special Forces 2: Back in the Trenches,GBA,2003-01-01,Shooter,LSP Games,0.01,0.0,0.0,0.0
1169,CV Casting Voice,PS3,2014-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0
1170,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007-01-01,Misc,D3Publisher,0.01,0.0,0.0,0.0
1171,Cabela's Adventure Camp,Wii,2011-01-01,Misc,Activision,0.14,0.02,0.0,0.02
1172,Cabela's African Safari,PSP,2006-01-01,Sports,Activision Value,0.04,0.0,0.0,0.0
1173,Cabela's Alaskan Adventure,X360,2006-01-01,Sports,Activision,0.12,0.0,0.0,0.01
1174,Cabela's Big Game Hunter,PS2,2002-01-01,Sports,Activision,0.7,0.54,0.0,0.18
1175,Cabela's Big Game Hunter (2008),X360,2007-01-01,Sports,Activision Value,0.06,0.0,0.0,0.0
1176,Cabela's Big Game Hunter 2005 Adventures,PS2,2004-01-01,Sports,Activision,0.28,0.21,0.0,0.07
1177,Cabela's Big Game Hunter 2010,Wii,2009-01-01,Sports,Activision Value,1.58,0.0,0.0,0.12
1178,Cabela's Big Game Hunter 2012,PS3,2011-01-01,Sports,Activision,0.17,0.03,0.0,0.03
1179,Cabela's Big Game Hunter: Hunting Party,X360,2011-01-01,Sports,Activision,0.16,0.0,0.0,0.02
1180,Cabela's Big Game Hunter: Pro Hunts,X360,2014-01-01,Shooter,Activision,0.02,0.0,0.0,0.0
1181,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001-01-01,Sports,Activision Value,0.12,0.08,0.0,0.01
1182,Cabela's Dangerous Hunts,PS2,2003-01-01,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15
1183,Cabela's Dangerous Hunts 2,XB,2005-01-01,Sports,Activision,0.08,0.02,0.0,0.0
1184,Cabela's Dangerous Hunts 2009,PS2,2008-01-01,Sports,Activision Value,0.09,0.07,0.0,0.02
1185,Cabela's Dangerous Hunts 2011,Wii,2010-01-01,Sports,Activision,0.52,0.02,0.0,0.04
1186,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006-01-01,Sports,Activision Value,0.06,0.0,0.0,0.0
1187,Cabela's Deer Hunt 2005 Season,PS2,2004-01-01,Sports,Activision,0.18,0.14,0.0,0.05
1188,Cabela's Deer Hunt: 2004 Season,XB,2003-01-01,Sports,Activision Value,0.16,0.05,0.0,0.01
1189,Cabela's Legendary Adventures,Wii,2008-01-01,Sports,Activision,0.16,0.0,0.0,0.01
1190,Cabela's Monster Buck Hunter,Wii,2010-01-01,Sports,Activision,0.57,0.0,0.0,0.03
1191,Cabela's North American Adventures,Wii,2010-01-01,Sports,Activision,0.19,0.0,0.0,0.01
1192,Cabela's Outdoor Adventures,XB,2005-01-01,Sports,Zoo Digital Publishing,0.08,0.02,0.0,0.0
1193,Cabela's Outdoor Adventures (2006),PS2,2005-01-01,Sports,Zoo Digital Publishing,0.17,0.14,0.0,0.05
1194,Cabela's Outdoor Adventures (2009),X360,2009-01-01,Sports,Activision Value,0.23,0.0,0.0,0.02
1195,Cabela's Survival: Shadows of Katmai,Wii,2011-01-01,Sports,Activision,0.14,0.04,0.0,0.01
1196,Cabela's Trophy Bucks,X360,2007-01-01,Sports,Activision Value,0.04,0.0,0.0,0.0
1197,Caesar III,PC,1998-01-01,Strategy,Vivendi Games,0.0,0.03,0.0,0.0
1198,Caesar IV,PC,2006-01-01,Strategy,Vivendi Games,0.0,0.03,0.0,0.01
1199,Caesars Palace 2000: Millennium Gold Edition,PS,2000-01-01,Misc,Interplay,0.43,0.29,0.0,0.05
1200,Caesars Palace Advance: Millennium Gold Edition,GBA,2001-01-01,Misc,Majesco Entertainment,0.05,0.02,0.0,0.0
1201,Caesars Palace II,PS,1998-01-01,Misc,Interplay,0.14,0.09,0.0,0.02
1202,Cake Mania,DS,2007-01-01,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01
1203,Cake Mania 2: Jill's Next Adventure!,DS,2008-01-01,Puzzle,Majesco Entertainment,0.24,0.0,0.0,0.02
1204,Cake Mania 3,DS,2009-01-01,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01
1205,Cake Mania: Baker's Challenge,PSP,2008-01-01,Puzzle,Destineer,0.03,0.0,0.0,0.0
1206,Cake Mania: In The Mix!,Wii,2008-01-01,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01
1207,Cake Mania: Main Street,DS,2011-01-01,Simulation,Majesco Entertainment,0.08,0.0,0.0,0.01
1208,Caladrius,X360,2013-01-01,Shooter,Moss,0.0,0.0,0.01,0.0
1209,Calcio Bit,GBA,2006-01-01,Sports,Nintendo,0.0,0.0,0.03,0.0
1210,California Speed,N64,1999-01-01,Misc,Midway Games,0.13,0.03,0.0,0.0
1211,Caligula,PSV,2016-01-01,Role-Playing,FuRyu,0.0,0.0,0.06,0.0
1212,Call Of Duty 2: Big Red One,PS2,2005-01-01,Shooter,Activision,1.48,0.92,0.01,0.26
1213,Call of Cthulhu: Dark Corners of the Earth,XB,2005-01-01,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0
1214,Call of Duty 2,PC,2005-01-01,Shooter,Activision,0.0,0.05,0.0,0.01
1215,Call of Duty 3,PS2,2006-01-01,Shooter,Activision,0.89,0.03,0.0,0.15
1216,Call of Duty 4: Modern Warfare,X360,2007-01-01,Shooter,Activision,5.93,2.36,0.13,0.9
1217,Call of Duty Black Ops: Declassified,PSV,2012-01-01,Action,Activision,0.71,0.43,0.07,0.26
1218,Call of Duty: Advanced Warfare,X360,2014-01-01,Shooter,Activision,2.77,1.11,0.0,0.4
1219,Call of Duty: Black Ops,Wii,2010-01-01,Shooter,Activision,0.8,0.45,0.0,0.12
1220,Call of Duty: Black Ops 3,XOne,2015-01-01,Shooter,Activision,4.59,2.11,0.01,0.68
1221,Call of Duty: Black Ops II,X360,2012-01-01,Shooter,Activision,8.25,4.24,0.07,1.12
1222,Call of Duty: Finest Hour,XB,2004-01-01,Shooter,Activision,0.78,0.4,0.0,0.04
1223,Call of Duty: Ghosts,PS4,2013-01-01,Shooter,Activision,1.78,1.43,0.05,0.57
1224,Call of Duty: Infinite Warfare,XOne,2016-01-01,Shooter,Activision,1.46,0.74,0.0,0.22
1225,Call of Duty: Modern Warfare 2,X360,2009-01-01,Shooter,Activision,8.52,3.59,0.08,1.28
1226,Call of Duty: Modern Warfare 3,PS3,2011-01-01,Shooter,Activision,5.54,5.73,0.49,1.57
1227,Call of Duty: Modern Warfare 3: Defiance,DS,2011-01-01,Shooter,Activision,0.19,0.04,0.0,0.02
1228,Call of Duty: Modern Warfare Trilogy,X360,2016-01-01,Shooter,Activision,0.02,0.02,0.0,0.0
1229,Call of Duty: Modern Warfare: Mobilized,DS,2009-01-01,Shooter,Activision,0.36,0.02,0.0,0.03
1230,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009-01-01,Shooter,Activision,0.94,0.43,0.0,0.14
1231,Call of Duty: Roads to Victory,PSP,2007-01-01,Shooter,Activision,0.52,1.02,0.0,0.59
1232,Call of Duty: The War Collection,X360,2010-01-01,Shooter,Activision,0.05,0.0,0.0,0.0
1233,Call of Duty: World at War,DS,2008-01-01,Shooter,Activision,0.56,0.25,0.0,0.08
1234,Call of Duty: World at War Final Fronts,PS2,2008-01-01,Shooter,Activision,0.61,0.18,0.0,0.94
1235,Call of Juarez,X360,2007-01-01,Shooter,Ubisoft,0.14,0.02,0.0,0.01
1236,Call of Juarez: Bound in Blood,PS3,2009-01-01,Shooter,Ubisoft,0.35,0.37,0.01,0.15
1237,Call of Juarez: The Cartel,PS3,2011-01-01,Shooter,Ubisoft,0.12,0.12,0.0,0.05
1238,Calling,Wii,2009-01-01,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01
1239,Calvin Tucker's Redneck Jamboree,Wii,2008-01-01,Misc,Zoo Games,0.28,0.0,0.0,0.02
1240,Camp Rock: The Final Jam,DS,2010-01-01,Misc,Disney Interactive Studios,0.14,0.02,0.0,0.01
1241,Camping Mama: Outdoor Adventures,DS,2011-01-01,Simulation,505 Games,0.12,0.05,0.0,0.02
1242,Canada Hunt,Wii,2010-01-01,Sports,Virtual Play Games,0.02,0.0,0.0,0.0
1243,Candace Kane's Candy Factory,Wii,2008-01-01,Action,Destineer,0.14,0.0,0.0,0.01
1244,CandyLand / Chutes & Ladders / Memory,GBA,2005-01-01,Misc,Zoo Digital Publishing,0.15,0.05,0.0,0.0
1245,Canvas 2,PS2,2006-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0
1246,Capcom Classics Collection,PS2,2005-01-01,Misc,Capcom,0.22,0.17,0.05,0.06
1247,Capcom Classics Collection Reloaded,PSP,2006-01-01,Misc,Capcom,0.26,0.0,0.03,0.03
1248,Capcom Classics Collection Remixed,PSP,2006-01-01,Misc,Capcom,0.27,0.0,0.0,0.02
1249,Capcom Digital Collection,X360,2012-01-01,Action,Capcom,0.02,0.01,0.0,0.0
1250,Capcom Fighting Evolution,PS2,2004-01-01,Fighting,Capcom,0.1,0.08,0.0,0.03
1251,Capcom vs. SNK,DC,2000-01-01,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0
1252,Capcom vs. SNK 2 EO,XB,2003-01-01,Fighting,Capcom,0.08,0.02,0.0,0.0
1253,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001-01-01,Fighting,Capcom,0.22,0.17,0.3,0.06
1254,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001-01-01,Fighting,Capcom,0.0,0.0,0.12,0.0
1255,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001-01-01,Fighting,Capcom,0.0,0.0,0.05,0.0
1256,Capcom's Soccer Shootout,SNES,1993-01-01,Sports,Nintendo,0.0,0.0,0.8,0.0
1257,Captain America: Super Soldier,PS3,2011-01-01,Action,Sega,0.1,0.06,0.0,0.03
1258,Captain Morgane and the Golden Turtle,DS,2012-01-01,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0
1259,Captain Rainbow,Wii,2008-01-01,Adventure,Nintendo,0.0,0.0,0.01,0.0
1260,Captain Toad: Treasure Tracker,WiiU,2014-01-01,Puzzle,Nintendo,0.53,0.38,0.19,0.09
1261,Captain Tsubasa,PS2,2006-01-01,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0
1262,Captain Tsubasa J: The Way to World Youth,SNES,1995-01-01,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0
1263,Captain Tsubasa: Aratanaru Densetsu Joshou,PS,2002-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.01
1264,Captain Tsubasa: New Kick Off,DS,2010-01-01,Sports,Konami Digital Entertainment,0.0,0.02,0.06,0.0
1265,Car Battler Joe,GBA,2001-01-01,Role-Playing,Victor Interactive,0.01,0.01,0.0,0.0
1266,Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016-01-01,Misc,FuRyu,0.0,0.0,0.04,0.0
1267,Card Games,PS,2000-01-01,Misc,D3Publisher,0.04,0.03,0.0,0.0
1268,Cardfight!! Vanguard: Lock On Victory!!,3DS,2014-01-01,Misc,FuRyu,0.0,0.0,0.07,0.0
1269,Cardfight!! Vanguard: Ride to Victory,3DS,2013-01-01,Misc,FuRyu,0.0,0.0,0.09,0.0
1270,Cardinal Syn,PS,1998-01-01,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01
1271,Care Bears - Care Quest,GBA,2005-01-01,Action,Game Factory,0.02,0.01,0.0,0.0
1272,Carmageddon 64,N64,1999-01-01,Action,Virgin Interactive,0.01,0.0,0.0,0.0
1273,Carmageddon: Max Damage,PS4,2016-01-01,Action,Stainless Games,0.01,0.0,0.0,0.0
1274,Carmen Sandiego: The Secret of the Stolen Drums,GC,2004-01-01,Action,BAM! Entertainment,0.02,0.0,0.0,0.0
1275,Carnage Heart,PS,1995-01-01,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01
1276,Carnage Heart EXA,PSP,2010-01-01,Strategy,ArtDink,0.0,0.0,0.02,0.0
1277,Carnival,2600,1981-01-01,Shooter,Coleco,0.32,0.02,0.0,0.0
1278,Carnival Games,DS,2008-01-01,Misc,Take-Two Interactive,1.21,0.63,0.0,0.19
1279,Carnival Games: Mini Golf,Wii,2008-01-01,Sports,Take-Two Interactive,0.86,0.54,0.0,0.15
1280,"Carnival Games: Monkey See, Monkey Do!",X360,2011-01-01,Misc,Take-Two Interactive,0.14,0.15,0.0,0.03
1281,Carnival Games: Wild West 3D,3DS,2011-01-01,Misc,Take-Two Interactive,0.06,0.02,0.0,0.01
1282,Carnival Island,PS3,2011-01-01,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04
1283,Carol Vorderman's Sudoku,PS2,2006-01-01,Puzzle,Xplosiv,0.0,0.23,0.0,0.05
1284,Cars,DS,2006-01-01,Racing,THQ,0.85,0.04,0.0,0.07
1285,Cars 2,PSP,2011-01-01,Racing,Disney Interactive Studios,0.1,0.01,0.0,0.02
1286,Cars Mater-National Championship,Wii,2007-01-01,Racing,THQ,0.46,0.0,0.0,0.04
1287,Cars Toon: Mater's Tall Tales,Wii,2010-01-01,Misc,Disney Interactive Studios,0.45,0.02,0.0,0.03
1288,Cars: Mater-National Championship,PS3,2007-01-01,Racing,THQ,0.37,0.01,0.0,0.03
1289,Cars: Race-O-Rama,PS2,2009-01-01,Racing,THQ,0.27,0.03,0.0,0.17
1290,Cart World Series,PS,1997-01-01,Racing,Sony Computer Entertainment,0.17,0.11,0.0,0.02
1291,Cartoon Network Battle Crashers,3DS,2016-01-01,Action,FuRyu Corporation,0.01,0.0,0.0,0.0
1292,Cartoon Network Block Party,GBA,2004-01-01,Misc,Majesco Entertainment,0.03,0.01,0.0,0.0
1293,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005-01-01,Misc,THQ,0.47,0.17,0.0,0.01
1294,Cartoon Network Racing,DS,2006-01-01,Action,Game Factory,0.04,0.0,0.0,0.0
1295,Cartoon Network: Punch Time Explosion,3DS,2011-01-01,Fighting,Deep Silver,0.07,0.02,0.0,0.01
1296,Cartoon Network: Punch Time Explosion XL,PS3,2011-01-01,Fighting,Crave Entertainment,0.06,0.0,0.0,0.01
1297,Carve,XB,2004-01-01,Racing,Global Star,0.04,0.01,0.0,0.0
1298,Case Closed: One Truth Prevails,Wii,2007-01-01,Adventure,Nobilis,0.0,0.0,0.01,0.0
1299,Casino Chaos With Las Vegas Players Collection,PC,2011-01-01,Misc,THQ,0.03,0.0,0.0,0.0
1300,Casper,GBA,2002-01-01,Adventure,Microids,0.01,0.0,0.0,0.0
1301,Casper's Scare School: Classroom Capers,DS,2008-01-01,Adventure,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0
1302,Casper's Scare School: Spooky Sports Day,DS,2009-01-01,Sports,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0
1303,Casper: Friends Around the World,PS,2000-01-01,Action,TDK Core,0.1,0.07,0.0,0.01
1304,Casper: Spirit Dimensions,PS2,2001-01-01,Platform,TDK Mediactive,0.07,0.05,0.0,0.02
1305,Castle Shikigami 2,PS2,2004-01-01,Shooter,Play It,0.01,0.01,0.0,0.0
1306,Castle of Shikigami III,Wii,2007-01-01,Shooter,PQube,0.04,0.0,0.0,0.0
1307,Castlevania,NES,1986-01-01,Platform,Konami Digital Entertainment,0.54,0.06,0.62,0.01
1308,Castlevania Bloodlines,GEN,1994-01-01,Platform,Konami Digital Entertainment,0.0,0.0,0.04,0.0
1309,Castlevania Chronicles,PS,2001-01-01,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01
1310,Castlevania Double Pack,GBA,2006-01-01,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0
1311,Castlevania Dracula X,SNES,1995-01-01,Platform,Konami Digital Entertainment,0.03,0.01,0.05,0.0
1312,Castlevania II: Simon's Quest,NES,1987-01-01,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0.0
1313,Castlevania III: Dracula's Curse,NES,1989-01-01,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01
1314,Castlevania Judgment,Wii,2008-01-01,Fighting,Konami Digital Entertainment,0.12,0.02,0.01,0.01
