,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,venta_total,Date
519316,580140,21166,COOK WITH WINE METAL SIGN ,12,2011-12-02 09:19:00,2.08,14895.0,United Kingdom,24.96,2011-12-02
519846,580178,22677,FRENCH BLUE METAL DOOR SIGN 2,20,2011-12-02 11:53:00,1.19,16013.0,United Kingdom,23.799999999999997,2011-12-02
520376,580279,22915,ASSORTED BOTTLE TOP  MAGNETS ,36,2011-12-02 13:12:00,0.42,15123.0,United Kingdom,15.12,2011-12-02
520906,580305,22970,LONDON BUS COFFEE MUG,1,2011-12-02 14:26:00,2.55,12970.0,United Kingdom,2.55,2011-12-02
521436,580366,DOT,DOTCOM POSTAGE,1,2011-12-02 16:38:00,0.0,,United Kingdom,0.0,2011-12-02
521966,580367,23570,TRADITIONAL PICK UP STICKS GAME ,3,2011-12-02 16:39:00,2.46,,United Kingdom,7.38,2011-12-02
522496,580399,22215,CAKE STAND WHITE TWO TIER LACE,3,2011-12-04 11:45:00,2.95,13471.0,United Kingdom,8.850000000000001,2011-12-04
523026,580500,84978,HANGING HEART JAR T-LIGHT HOLDER,1,2011-12-04 12:52:00,1.25,17131.0,United Kingdom,1.25,2011-12-04
523556,580514,22113,GREY HEART HOT WATER BOTTLE,5,2011-12-04 14:01:00,4.25,16905.0,United Kingdom,21.25,2011-12-04
524086,580527,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2,2011-12-04 15:19:00,4.95,13736.0,United Kingdom,9.9,2011-12-04
524616,580608,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-12-05 11:39:00,2.95,16811.0,United Kingdom,35.400000000000006,2011-12-05
525146,580612,20728,LUNCH BAG CARS BLUE,3,2011-12-05 11:58:00,4.13,,United Kingdom,12.39,2011-12-05
525676,580635,23452,HEART MINI PORTRAIT FRAME,4,2011-12-05 12:30:00,1.95,14649.0,United Kingdom,7.8,2011-12-05
526206,580654,23575,SNACK TRAY PAISLEY PARK,1,2011-12-05 13:37:00,1.95,15854.0,United Kingdom,1.95,2011-12-05
526736,580677,84987,SET OF 36 TEATIME PAPER DOILIES,1,2011-12-05 14:40:00,1.45,16200.0,United Kingdom,1.45,2011-12-05
527266,580697,21683,MEDIUM MEDINA STAMPED METAL BOWL ,6,2011-12-05 16:05:00,2.95,15984.0,United Kingdom,17.700000000000003,2011-12-05
527796,580727,22513,DOORSTOP FOOTBALL DESIGN,4,2011-12-05 17:17:00,7.46,14096.0,United Kingdom,29.84,2011-12-05
528326,580729,22571,ROCKING HORSE RED CHRISTMAS ,5,2011-12-05 17:24:00,1.63,,United Kingdom,8.149999999999999,2011-12-05
528856,580730,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,2011-12-05 17:28:00,2.46,,United Kingdom,2.46,2011-12-05
529386,580730,37462E,"PET MUG, GOLDFISH",1,2011-12-05 17:28:00,0.83,,United Kingdom,0.83,2011-12-05
529916,580759,21592,RETROSPOT CIGAR BOX MATCHES ,24,2011-12-06 10:30:00,0.39,17593.0,United Kingdom,9.36,2011-12-06
530446,580865,22983,CARD BILLBOARD FONT,12,2011-12-06 11:58:00,0.42,17914.0,United Kingdom,5.04,2011-12-06
530976,580893,22115,METAL SIGN EMPIRE TEA,1,2011-12-06 12:38:00,0.79,17290.0,United Kingdom,0.79,2011-12-06
531506,580956,22604,SET OF 4 NAPKIN CHARMS CUTLERY,2,2011-12-06 14:23:00,2.55,17841.0,United Kingdom,5.1,2011-12-06
532036,580982,22960,JAM MAKING SET WITH JARS,1,2011-12-06 16:21:00,4.25,17861.0,United Kingdom,4.25,2011-12-06
532566,580983,23365,SET 12 COLOUR PENCILS LOVE LONDON,1,2011-12-06 16:26:00,1.25,,United Kingdom,1.25,2011-12-06
533096,581010,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-12-07 09:18:00,0.29,17503.0,United Kingdom,6.959999999999999,2011-12-07
533626,581096,22867,HAND WARMER BIRD DESIGN,12,2011-12-07 11:36:00,2.1,17412.0,United Kingdom,25.200000000000003,2011-12-07
534156,581134,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-12-07 13:12:00,1.45,16368.0,United Kingdom,1.45,2011-12-07
534686,581166,23240,SET OF 4 KNICK KNACK TINS DOILY ,1,2011-12-07 14:43:00,4.15,15525.0,United Kingdom,4.15,2011-12-07
535216,581192,23357,HOT WATER BOTTLE SEX BOMB,1,2011-12-07 17:05:00,1.65,15883.0,United Kingdom,1.65,2011-12-07
535746,581217,22935,BAKING MOULD ROSE MILK CHOCOLATE,1,2011-12-08 09:20:00,6.63,,United Kingdom,6.63,2011-12-08
536276,581219,23225,CHERUB HEART DECORATION SILVER ,12,2011-12-08 09:28:00,1.63,,United Kingdom,19.56,2011-12-08
536806,581219,85199S,SMALL HANGING IVORY/RED WOOD BIRD,5,2011-12-08 09:28:00,0.83,,United Kingdom,4.1499999999999995,2011-12-08
537336,581253,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2011-12-08 11:15:00,2.1,16891.0,United Kingdom,2.1,2011-12-08
537866,581357,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-12-08 12:29:00,0.85,13314.0,United Kingdom,8.5,2011-12-08
538396,581405,85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,2,2011-12-08 13:50:00,0.85,13521.0,United Kingdom,1.7,2011-12-08
538926,581424,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-12-08 15:29:00,1.25,13890.0,United Kingdom,15.0,2011-12-08
539456,581439,21624,VINTAGE UNION JACK DOORSTOP,1,2011-12-08 16:30:00,11.63,,United Kingdom,11.63,2011-12-08
539986,581453,22344,PARTY PIZZA DISH PINK POLKADOT,24,2011-12-08 18:15:00,0.19,16401.0,United Kingdom,4.5600000000000005,2011-12-08
540516,581492,35095B,RED VICTORIAN FABRIC OVAL BOX,1,2011-12-09 10:03:00,0.83,,United Kingdom,0.83,2011-12-09
541046,581492,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,2011-12-09 10:03:00,1.25,,United Kingdom,2.5,2011-12-09
541576,581502,22153,ANGEL DECORATION STARS ON DRESS,13,2011-12-09 10:51:00,0.42,15910.0,United Kingdom,5.46,2011-12-09
