,Unnamed: 0,operation,property_type,place_name,place_with_parent_names,country_name,state_name,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url,description,title,image_thumbnail
113039,113039,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6410275269,-58.4231710053",-34.641027526900004,-58.4231710053,87000.0,USD,1535071.5,87000.0,49.0,45.0,1775.5102040816328,1933.333333333333,5.0,2.0,1500.0,http://www.properati.com.ar/1c7tr_venta_departamento_parque-chacabuco_la-plata-av-_2300_amoblado_placard_aire-acondicionado_rapisarda-propiedades,"Fideicomiso Del Plata es un emprendimiento de unidades de 1 y 2 ambientes emplazado sobre el costado sur de Parque Chacabuco, en la intersección de Av. La Plata y la calle Drumond, a metros de las cinco esquinas.El edificio está compuesto por 27 unidades en 7 pisos, y un local comercial de 100 m2 en la planta baja. Los departamentos presentan distintos formatos dependiendo del metraje y su disposición.  En el 7° piso, hay dos unidades flexibles de 2 ambientes con la posibilidad de generar un ambiente más según la necesidad de la familia que lo habite.El punto geográfico donde se desarrolla este edificio es una prioridad estratégica del Gobierno de la Ciudad Autónoma de Buenos Aires, y por tal motivo se ha motivado un notable crecimiento con el desembarco de distintas empresas afines en la zona, y la incorporación del Metrobus Sur sobre la Av. Cruz, y la llegada de la línea H del subterráneo a Parque Patricios.CARACTERÍSTICAS TÉCNICAS - Pisos y revestimientos cerámicosCocina: amoblamiento bajo mesa y alacena, mesada degranito, bacha de acero inoxidable, purificador.- Artefacto de cocina y espacio con conexión para lavarropas- Conexión para split frío / calor.- Cañerías agua caliente y fría (termofusión). Instalación paraagua caliente central.- Cañería para aire acondicionado tipo Split en dormitorio yliving.- Baño completo con artefactos blancos y grifería cromadasde primera calidad.-  Interiores de placard completos con frente de piso a techo-  Puertas Placas: marco de chapa y hojas de cedro o similar.-  Puertas de acceso blindadas.-  Ventanas en PVC, vidrios con cámara de aire (DVH)-  Ascensor de gran amplitud, con detalles en acero y espejo.- Tender en azotea -  - RAPISARDA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/af_6sgQaWTPLqztu2h3112j0wOY=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rap777_2.jpg%3F1501534379
113040,113040,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6410275269,-58.4231710053",-34.641027526900004,-58.4231710053,85000.0,USD,1499782.5,85000.0,51.0,47.0,1666.666666666667,1808.510638297873,3.0,2.0,1500.0,http://www.properati.com.ar/1c7ts_venta_departamento_parque-chacabuco_la-plata-av-_2300_amoblado_placard_aire-acondicionado_rapisarda-propiedades,"Fideicomiso Del Plata es un emprendimiento de unidades de 1 y 2 ambientes emplazado sobre el costado sur de Parque Chacabuco, en la intersección de Av. La Plata y la calle Drumond, a metros de las cinco esquinas.El edificio está compuesto por 27 unidades en 7 pisos, y un local comercial de 100 m2 en la planta baja. Los departamentos presentan distintos formatos dependiendo del metraje y su disposición.  En el 7° piso, hay dos unidades flexibles de 2 ambientes con la posibilidad de generar un ambiente más según la necesidad de la familia que lo habite.El punto geográfico donde se desarrolla este edificio es una prioridad estratégica del Gobierno de la Ciudad Autónoma de Buenos Aires, y por tal motivo se ha motivado un notable crecimiento con el desembarco de distintas empresas afines en la zona, y la incorporación del Metrobus Sur sobre la Av. Cruz, y la llegada de la línea H del subterráneo a Parque Patricios.CARACTERÍSTICAS TÉCNICAS - Pisos y revestimientos cerámicosCocina: amoblamiento bajo mesa y alacena, mesada degranito, bacha de acero inoxidable, purificador.- Artefacto de cocina y espacio con conexión para lavarropas- Conexión para split frío / calor.- Cañerías agua caliente y fría (termofusión). Instalación paraagua caliente central.- Cañería para aire acondicionado tipo Split en dormitorio yliving.- Baño completo con artefactos blancos y grifería cromadasde primera calidad.-  Interiores de placard completos con frente de piso a techo-  Puertas Placas: marco de chapa y hojas de cedro o similar.-  Puertas de acceso blindadas.-  Ventanas en PVC, vidrios con cámara de aire (DVH)-  Ascensor de gran amplitud, con detalles en acero y espejo.- Tender en azotea -  - RAPISARDA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/7/WdPjXzp0RkbhlHmc8stVkTU-va8=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rap778_2.jpg%3F1501534379
113041,113041,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6410275269,-58.4231710053",-34.641027526900004,-58.4231710053,83800.0,USD,1478609.1,83800.0,51.0,47.0,1643.1372549019611,1782.978723404255,2.0,2.0,1500.0,http://www.properati.com.ar/1c7tt_venta_departamento_parque-chacabuco_la-plata-av-_2300_amoblado_placard_aire-acondicionado_rapisarda-propiedades,"Fideicomiso Del Plata es un emprendimiento de unidades de 1 y 2 ambientes emplazado sobre el costado sur de Parque Chacabuco, en la intersección de Av. La Plata y la calle Drumond, a metros de las cinco esquinas.El edificio está compuesto por 27 unidades en 7 pisos, y un local comercial de 100 m2 en la planta baja. Los departamentos presentan distintos formatos dependiendo del metraje y su disposición.  En el 7° piso, hay dos unidades flexibles de 2 ambientes con la posibilidad de generar un ambiente más según la necesidad de la familia que lo habite.El punto geográfico donde se desarrolla este edificio es una prioridad estratégica del Gobierno de la Ciudad Autónoma de Buenos Aires, y por tal motivo se ha motivado un notable crecimiento con el desembarco de distintas empresas afines en la zona, y la incorporación del Metrobus Sur sobre la Av. Cruz, y la llegada de la línea H del subterráneo a Parque Patricios.CARACTERÍSTICAS TÉCNICAS- Pisos y revestimientos cerámicosCocina: amoblamiento bajo mesa y alacena, mesada degranito, bacha de acero inoxidable, purificador.- Artefacto de cocina y espacio con conexión para lavarropas- Conexión para split frío / calor.- Cañerías agua caliente y fría (termofusión). Instalación paraagua caliente central.- Cañería para aire acondicionado tipo Split en dormitorio yliving.- Baño completo con artefactos blancos y grifería cromadasde primera calidad.-  Interiores de placard completos con frente de piso a techo-  Puertas Placas: marco de chapa y hojas de cedro o similar.-  Puertas de acceso blindadas.-  Ventanas en PVC, vidrios con cámara de aire (DVH)-  Ascensor de gran amplitud, con detalles en acero y espejo.- Tender en azotea -  - RAPISARDA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/oFKyj_wChH5p7SS1NxX-VerBQgs=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rap779_2.jpg%3F1501534379
113071,113071,sell,apartment,Puerto Madero,|Argentina|Capital Federal|Puerto Madero|,Argentina,Capital Federal,3429760.0,"-34.6191653,-58.3604664",-34.6191653,-58.3604664,270000.0,USD,4764015.0,270000.0,51.0,51.0,5294.117647058823,5294.117647058823,8.0,2.0,4100.0,http://www.properati.com.ar/1c7vi_venta_departamento_puerto-madero_lola-mora-457_balcon_gimnasio_hidromasaje_lavadero_piscina_vista_sauna_lujoso_garage_amoblado_amenities_ricardo-maidana-empresa-inmobiliaria,"Venta de Departamento 2 AMBIENTES en Puerto Madero, Capital FederalVenta de departamento de 2 ambientes en complejo de gran categoría.  Se trata del Madero Harbour, edificio con prestaciones de Hotel 5 estrellas. El mismo cuenta con amenities de excelencia tales como piscina climatizada y solarium con gran vista panorámica, jacuzzi, sauna, duchas escocesas, salón de eventos, laundry, lavadero de mascotas y gimnasio; acceso directo por edificio a supermercado Jumbo; seguridad las 24 horas y servicio de conserjería.  La unidad cuenta con living comedor con salida a balcón, amplio baño, habitación con placar y cocina. El  amoblamiento ha sido diseñado a medida por estudio de arquitectos y cuenta con materiales de construcción de calidad como marmol travertino. La venta del departamento es con muebles y equipamiento incluidos. Cochera fija opcional por $2000 mensuales en edificio. -  - RICARDO MAIDANA EMPRESA INMOBILIARIA",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/3Up2q-qY9A3BVHhgd6b7K3DXvaw=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/RMA2161_2.jpg%3F1501535551
113076,113076,sell,apartment,Centro / Microcentro,|Argentina|Capital Federal|Centro / Microcentro|,Argentina,Capital Federal,3435548.0,"-34.6044362,-58.3836396",-34.6044362,-58.38363960000001,112000.0,USD,1976184.0,112000.0,47.0,42.0,2382.978723404255,2666.6666666666665,8.0,2.0,2000.0,http://www.properati.com.ar/1c7vo_venta_departamento_centro-microcentro_libertad-359_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_apto-credito-hipotecario_vaizer-propiedades,"Departamento 2 AMBIENTES en Centro / Microcentro, Capital FederalAPTO PROFESIONAL - APTO CREDITO, muy buen dos ambientes con amplio living comedor ideal oficina o vivienda para uso o para renta, baño hecho a nuevo pisos de porcelanatto, a cuadra y media del OBELISCO y zona de TRIBUNALES. CONTRAFRENTE LUMINOSO y TRANQUILO. -  - VAIZER NEGOCIOS INMOBILIARIOS",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/6/vQEdzgXbjC9lipRxD6G6oRoNeSs=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/vai680_2.jpg%3F1501535715
113084,113084,sell,apartment,Balvanera,|Argentina|Capital Federal|Balvanera|,Argentina,Capital Federal,6693228.0,"-34.5999459,-58.4036457",-34.599945899999994,-58.403645700000006,112000.0,USD,1976184.0,112000.0,40.0,40.0,2800.0,2800.0,7.0,1.0,2000.0,http://www.properati.com.ar/1c7vy_venta_departamento_balvanera_san-luis-al-2600_gimnasio_lavadero_parrilla_quincho_amenities_estrenar_subte-linea-d_subte-linea-b_subte-linea-h_the-union-propiedades_8tu,"Venta y alquiler de Departamento MONOAMBIENTE en Balvanera, Capital FederalVenta de Departamento MONOAMBIENTE en Balvanera, Capital FederalDepartamento a estrenar al contrafrente.  Amenities: Parrilla con quincho- laundry- gimnasio.THE UNION PROPIEDADES-  -  - THE UNION PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/0/c_JDW-ZPack7__0-n5SOyO_HIDI=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/the1427_2.jpg%3F1501536121
113085,113085,sell,apartment,Once,|Argentina|Capital Federal|Once|,Argentina,Capital Federal,3430291.0,"-34.6054076569,-58.4081229988",-34.6054076569,-58.4081229988,160000.0,USD,2823120.0,160000.0,100.0,100.0,1600.0,1600.0,3.0,4.0,1000.0,http://www.properati.com.ar/1c7w1_venta_departamento_once_gomez-valentin_3000_balcon_lavadero_toilette_dependencias_subte-linea-b_subte-linea-a_subte-linea-h_the-union-propiedades_8tu,"ONCE DEPARTAMENTO 4 AMBIENTES CON DEPENDENCIAS EN VENTALiving comedor, 3 dormitorios, toilette, baño completo, cocina, lavadero, dependencias de servicio, baño de servicio, balcón.Muy buen departamento !!!THE UNION PROPIEDADES,  -  - THE UNION PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/vWHPeayuBS18DLpdX1Oz3yG6NPk=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/the1429_2.jpg%3F1501536122
113086,113086,sell,apartment,Congreso,|Argentina|Capital Federal|Congreso|,Argentina,Capital Federal,3435259.0,"-34.616881,-58.39306",-34.616881,-58.39306,53000.0,USD,935158.5,53000.0,28.0,28.0,1892.857142857143,1892.857142857143,4.0,1.0,1200.0,http://www.properati.com.ar/1c7w6_venta_departamento_congreso_combate-de-los-pozos-700_subte-linea-e_apto-credito-hipotecario_mr-inmuebles_akd,APTO CREDITO BANCARIO / CREDITO PRIVADOEXCELENTE OPORTUNIDAD MONOAMBIENTE APTO CREDITOBANCARIO Y CREDITO HIPOTECARIO A 10 AÑOS PARA LOS QUE NO CALIFICANCOCINA AMERICANA MUY BUENA UBICACIÓN -  - M.P CONSULTORA,DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/4/fxgEYWbzBk4xNc304Awo7relwsI=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/PO9232_2.jpg%3F1501536374
113087,113087,sell,apartment,Boedo,|Argentina|Capital Federal|Boedo|,Argentina,Capital Federal,3436003.0,"-34.6256352,-58.4176798",-34.6256352,-58.4176798,125000.0,USD,2205562.5,125000.0,60.0,60.0,2083.333333333333,2083.333333333333,4.0,3.0,2500.0,http://www.properati.com.ar/1c7w7_venta_departamento_boedo_colombres-1000_balcon_lavadero_piscina_terraza_luminoso_garage_placard_subte-linea-e_apto-credito-hipotecario_mr-inmuebles_akd,"Amplio departamento de tres ambientes 4 piso 60 M2 cubiertos a 150 metros del subte APTO CRÉDITO BANCARIOMuy luminoso y ventilado- Todo sol - Todos los ambientes tienen dimensiones generosas y cuenta con persianas en todas las ventanas   - Living comedor con piso parquet con ventanal al balcón con orientación Este. Hall de distribución - Dos dormitorios con placard  con pisos de parquet - Baño completo con ventana al exterior y Gran cocina con comedor diario y lavadero a continuación con pileta e instalación para lavarropas - Artefacto de cocina a gas - Muebles bajo mesada y alacenas - Agua caliente por calefón - ambientes ventilan al exterior -, BARRIO MUY TRANQUILO, varios estacionamientos en la zona, terraza espacio común, NO APTO PROFESIONAL, Edificio de aproximadamente 50 años en Muy buen estado - Son 9 pisos con 3 deptos por piso - Terraza - Encargado -EXPENSAS $2500-GAS $ 260-LUZ $177- ABL $300Muy buena ubicación a 150 metros del subte E estación Boedo. Espectacular zona gastronómica, zona de muchas escuelas y en zona de Hospital Ramos Mejia, recomendable Mercado Histórico de Boedo MUY ECONÓMICO.Numerosas líneas de colectivos:7, 8, 23, 53, 56, 75, 86, 88, 91, 96, 97, 115, 126, 127, 128, 160, 165, 180, 181, 195 Se visita con entrevista coordinada con anticipación PARA SÁBADOS O DOMINGOS 156 6801144 -  - M.P CONSULTORA",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/0EqPZEfVFcA8othJ8ef_IoPNqu4=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/PO9324_2.jpg%3F1501536377
113126,113126,sell,apartment,Balvanera,|Argentina|Capital Federal|Balvanera|,Argentina,Capital Federal,6693228.0,"-34.613868,-58.3989399",-34.613868,-58.3989399,55000.0,USD,970447.5,55000.0,33.0,33.0,1666.666666666667,1666.666666666667,3.0,1.0,1115.0,http://www.properati.com.ar/1c7y8_venta_departamento_balvanera_pichincha-al-300_luminoso_subte-linea-a_subte-linea-h_cardell-inmobiliaria,"Venta de Departamento 1 AMBIENTE en Balvanera, Capital federal. A metros de Av. Belgrano, Cómoda Cocina, Amplio ambiente al Frente, con orientación Este y un baño completo con bañera. Departamento muy luminoso, debido a su disposición; Con pisos de parquet y ubicado en la zona de Balvanera, cercano a distintos medios de transporte. 50 años de antigüedad, en buen estado. Superficie total: 33,23 m2. -  - CARDELL INMOBILIARIA",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/1/OMRs4qZN5PDEy3GyVagjNrmor6k=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/CAI172_2.jpg%3F1501538351
113200,113200,sell,apartment,Caballito,|Argentina|Capital Federal|Caballito|,Argentina,Capital Federal,3435874.0,"-34.6196508,-58.4425282",-34.619650799999995,-58.4425282,155000.0,USD,2734897.5,155000.0,54.0,51.0,2870.3703703703704,3039.215686274509,8.0,3.0,2500.0,http://www.properati.com.ar/1c81a_venta_departamento_caballito_yerbal-al-800_balcon_terraza_luminoso_garage_subte-linea-a_cer-group-bienes-inmuebles,"Venta de Departamento 3 AMBIENTES en Caballito, muy buen estado, cuarenta y cinco años de antiguedad, muy luminoso, living comedor, cocina, dos dormitorios, dos baños, balcon, terraza de uso comun, a una cuadra y media estacion caballito tren sarmiento, a una cuadra y media Av Rivadavia y estacion primera junta subte linea A -  - CER GROUP BIENES INMUEBLES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/sYQcdM0eoMhvjzYEv38EjKC3SUA=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/CER212_2.jpg%3F1501539651
113201,113201,sell,apartment,Constitución,|Argentina|Capital Federal|Constitución|,Argentina,Capital Federal,3435257.0,"-34.6233888,-58.3843262",-34.6233888,-58.3843262,97000.0,USD,1711516.5,97000.0,49.0,49.0,1979.591836734694,1979.591836734694,9.0,3.0,1386.0,http://www.properati.com.ar/1c81b_venta_departamento_constitucion_santiago-del-estero-al-1300_luminoso_vista_cer-group-bienes-inmuebles,"Venta de Departamento 3 AMBIENTES en Constitución, excelente estado, muy luminoso, cuarenta años de antiguedad, hall, living comedor, cocina, dos dormitorios, baño, a metros de Av. San Juan con vista al canal -  - CER GROUP BIENES INMUEBLES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/6/R3wKVNrXBAbi3bXMwgddfW74SXo=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/cer214_2.jpg%3F1501539651
